,assetTurnoverTTM,bookValue,cashRatio,currentRatio,ebitPerShare,eps,ev,fcfMargin,fcfPerShareTTM,grossMargin,inventoryTurnoverTTM,longtermDebtTotalAsset,longtermDebtTotalCapital,longtermDebtTotalEquity,netDebtToTotalCapital,netDebtToTotalEquity,netMargin,operatingMargin,payoutRatioTTM,pb,peTTM,pfcfTTM,pretaxMargin,psTTM,ptbv,quickRatio,receivablesTurnoverTTM,roaTTM,roeTTM,roicTTM,rotcTTM,salesPerShare,sgaToSale,tangibleBookValue,totalDebtToEquity,totalDebtToTotalAsset,totalDebtToTotalCapital,totalRatio
2014-03-31,0.5608,87424.0,0.3413267262484146,3.2152,0.8316,0.6765,351324.0,0.4366,2.7447,0.707,12.4268,0.1325,0.1878,0.2365,0.1009,0.127,0.2774,0.341,0.3399,3.8916,12.2895,15.0067,0.341,4.0819,4.0251,3.1586,6.5401,0.1509,0.2693,0.2186,0.2653,2.4385,0.293,84523.0,0.2594,0.1453,0.206,2.2726
2014-06-30,0.5563,89784.0,0.1900054794520548,2.504,0.7722,0.5515,357542.0,0.35,3.2463,0.6736,11.7782,0.1198,0.1836,0.2299,0.1243,0.1557,0.1972,0.2762,0.3547,3.8266,13.6054,12.8455,0.2813,3.9566,4.1492,2.4457,4.6899,0.1414,0.2567,0.2062,0.2583,2.7959,0.3264,82803.0,0.2522,0.1314,0.2014,2.087
2014-09-30,0.5616,90170.0,0.14100326665771692,2.5158,0.6987,0.5436,400121.0,0.3048,3.2518,0.6434,10.4991,0.1089,0.1622,0.2049,0.1529,0.1932,0.1957,0.2515,0.3786,4.2442,15.17,14.2566,0.2541,4.1823,4.5845,2.4455,7.6592,0.1312,0.2425,0.1923,0.2447,2.7782,0.3566,83477.0,0.2631,0.1398,0.2083,2.1344
2014-12-31,0.5555,91879.0,0.1355267320468206,2.4541,0.9341,0.7066,404762.0,0.1077,3.2871,0.6171,17.5596,0.1044,0.1519,0.1987,0.1821,0.2382,0.2215,0.2928,0.4022,4.1672,15.5643,14.1739,0.2966,4.0969,4.5268,2.4108,5.8098,0.1229,0.2302,0.1811,0.2365,3.1903,0.3829,84580.0,0.3081,0.1619,0.2355,2.1074
2015-03-31,0.5466,90132.0,0.18194758024933738,2.9056,0.789,0.6052,357979.0,0.402,3.3083,0.6704,15.1301,0.1565,0.2266,0.3067,0.2004,0.2713,0.2294,0.2991,0.4338,3.7004,17.9084,12.4264,0.2999,3.5189,4.0102,2.845,7.3123,0.1153,0.221,0.1708,0.2266,2.638,0.3296,83169.0,0.3536,0.1804,0.2612,2.0414
2015-06-30,0.5381,80083.0,0.11269563115596108,2.4734,-0.2612,-0.3963,386852.0,0.202,2.8823,0.6633,11.8799,0.1594,0.241,0.3472,0.2574,0.3708,-0.144,-0.095,0.4588,4.4598,18.519,15.4372,-0.0792,3.8166,4.7464,2.4149,4.9973,0.0701,0.1385,0.1035,0.1525,2.7508,0.3367,75248.0,0.4407,0.2023,0.3059,1.8484
2015-09-30,0.5194,77445.0,0.10994149679143303,2.4627,0.7123,0.6064,387127.0,0.369,2.9532,0.6464,9.1913,0.1609,0.2398,0.3592,0.2856,0.4279,0.2405,0.2825,0.4848,4.5709,16.6762,15.0098,0.2705,3.9004,4.8692,2.3855,7.4603,0.0719,0.1479,0.106,0.1512,2.5209,0.3536,72700.0,0.498,0.2231,0.3324,1.8114
2015-12-31,0.5004,76780.0,0.16849189784958846,2.9973,0.7327,0.6233,480413.0,0.151,3.0698,0.5851,13.3367,0.2259,0.3356,0.5298,0.3073,0.4851,0.2109,0.2479,0.486,5.7719,17.4466,18.2164,0.246,5.0312,6.1414,2.9339,5.7397,0.0665,0.1444,0.0987,0.1353,2.9557,0.4149,72161.0,0.5787,0.2467,0.3665,1.7431
2016-03-31,0.49,74806.0,0.1616539658204446,2.8954,0.6508,0.4704,476055.0,0.3925,3.0055,0.6239,13.1201,0.2249,0.3374,0.5467,0.3236,0.5243,0.1829,0.2531,0.5018,5.8395,21.339,18.4683,0.2453,5.0276,6.2097,2.8401,7.0427,0.0591,0.1356,0.0885,0.1245,2.5712,0.3761,70347.0,0.6202,0.2551,0.3828,1.6987
2016-06-30,0.5006,71997.0,0.10967535421264551,2.3529,1.1227,0.8656,449171.0,0.2196,3.1995,0.6983,12.7227,0.2096,0.3233,0.5633,0.3742,0.6521,0.2595,0.3366,0.5743,5.5866,23.4088,16.1004,0.3492,4.4125,5.8921,2.315,5.0382,0.1128,0.2729,0.1698,0.2129,3.3356,0.3017,68264.0,0.7425,0.2763,0.4261,1.5927
2016-09-30,0.4829,70372.0,0.2368304710083319,2.6851,0.8503,0.7195,509907.0,0.428,3.4491,0.6423,9.633,0.283,0.4117,0.8548,0.423,0.8781,0.2584,0.3054,0.5359,6.3678,19.5832,16.6907,0.3113,4.8339,6.7033,2.632,8.2136,0.111,0.2899,0.1658,0.2078,2.7842,0.3577,66850.0,1.076,0.3563,0.5183,1.495
2016-12-31,0.4664,68809.0,0.11962648508907003,2.0477,1.0069,0.8004,564639.0,0.1667,3.5652,0.6166,14.3453,0.264,0.3818,0.8619,0.5025,1.1344,0.2427,0.3053,0.5319,7.0715,21.0342,17.656,0.3106,5.1363,8.4172,2.02,6.5673,0.111,0.3154,0.1646,0.2093,3.2983,0.3834,57808.0,1.2575,0.3852,0.557,1.4416
2017-03-31,0.4554,69729.0,0.12908374194788963,2.8134,0.8586,0.7022,588016.0,0.3862,3.6857,0.6528,15.2558,0.3387,0.4901,1.0931,0.5085,1.1341,0.2363,0.289,0.5093,7.2988,21.575,17.8793,0.3056,5.2245,8.5995,2.7754,7.7531,0.1135,0.3458,0.1668,0.2074,2.9709,0.3472,59182.0,1.2304,0.3813,0.5516,1.449
2017-06-30,0.4233,87711.0,0.13746524351959816,2.9186,0.9837,1.0334,613244.0,0.3406,4.0708,0.6698,15.4607,0.3039,0.4311,0.8673,0.4595,0.9243,0.3151,0.3,0.48,6.0674,20.9585,16.9601,0.3108,5.5107,6.8575,2.8795,4.7446,0.1117,0.3437,0.161,0.183,3.2793,0.3302,77605.0,1.0116,0.3545,0.5029,1.5394
2017-09-30,0.418,89647.0,0.13337208175917853,3.1198,0.9876,0.8432,657512.0,0.4201,4.1839,0.6626,10.9569,0.3061,0.4275,0.8506,0.4589,0.9132,0.268,0.3139,0.4647,6.4213,20.8786,17.8219,0.3254,5.804,7.1912,3.0576,7.7214,0.1113,0.3343,0.1586,0.1801,3.1463,0.3374,80049.0,0.99,0.3563,0.4975,1.5622
2017-12-31,0.4173,78360.0,0.22132911065594932,2.8853,1.1226,-0.8174,743372.0,0.1829,4.3198,0.6174,18.0918,0.2865,0.4276,0.936,0.4682,1.0248,-0.2179,0.2993,0.4564,8.4618,21.8065,19.9216,0.3171,6.4833,9.5645,2.8508,6.2417,0.0564,0.17,0.0811,0.1804,3.7507,0.3826,69326.0,1.1889,0.3639,0.5431,1.4411
2018-03-31,0.4231,79239.0,0.19987861183968092,3.3958,1.0617,0.9525,753853.0,0.3437,4.361,0.6544,18.2461,0.2993,0.4572,0.9273,0.4496,0.912,0.2768,0.3085,0.4448,8.6016,24.7355,20.324,0.3222,6.4373,9.6412,3.3506,7.0376,0.063,0.1883,0.0918,0.1881,3.441,0.3456,70695.0,1.0284,0.3319,0.507,1.4766
2018-06-30,0.4373,82718.0,0.20424702503077555,2.9008,1.3337,1.1402,836992.0,0.2472,4.2011,0.6762,15.8385,0.2791,0.4425,0.8734,0.4202,0.8293,0.2949,0.345,0.403,9.2894,24.8335,23.8248,0.355,6.9626,10.2913,2.8553,4.5126,0.0657,0.2009,0.0984,0.2078,3.866,0.3238,74665.0,0.9737,0.3112,0.4933,1.4696
2018-09-30,0.4515,85967.0,0.26897311512696126,2.9176,1.2819,1.1362,953364.0,0.3457,4.1665,0.6594,11.7158,0.2707,0.4179,0.8112,0.3941,0.765,0.3034,0.3423,0.4001,10.3249,28.0026,27.7383,0.3514,7.7245,11.3231,2.8534,7.1926,0.0739,0.2307,0.1136,0.225,3.745,0.3406,78388.0,0.9411,0.314,0.4848,1.5008
2018-12-31,0.4642,92128.0,0.13192098255097578,3.1177,1.3193,1.0839,851415.0,0.1599,4.1524,0.6174,20.8572,0.2691,0.4085,0.756,0.4208,0.7787,0.2593,0.3156,0.3942,8.4629,23.2454,24.4389,0.3198,6.5818,9.3211,3.0787,6.217,0.1314,0.3945,0.2029,0.235,4.1801,0.3826,83646.0,0.8508,0.3028,0.4597,1.5526
2019-03-31,0.4707,94864.0,0.20816546295092925,2.9685,1.3345,1.1375,980845.0,0.3583,4.3883,0.6673,20.9368,0.2529,0.3832,0.7019,0.3896,0.7136,0.2881,0.338,0.387,9.6259,26.1452,27.1439,0.343,7.4719,10.5249,2.9323,6.7007,0.1345,0.3928,0.2071,0.2427,3.9477,0.3327,86761.0,0.8318,0.2997,0.4541,1.5633
2019-06-30,0.4721,102330.0,0.16358398156150966,2.5288,1.6026,1.7048,1107086.0,0.3576,5.0059,0.6912,18.163,0.2326,0.3681,0.6514,0.3722,0.6586,0.3911,0.3676,0.352,10.1602,26.4957,27.1743,0.3736,8.2618,10.9927,2.4991,4.494,0.1472,0.4182,0.2267,0.2481,4.359,0.3088,94580.0,0.7696,0.2748,0.4349,1.5555
2019-09-30,0.4774,106061.0,0.22569599779758423,2.8545,1.642,1.385,1125793.0,0.3156,5.0613,0.6852,13.9227,0.2383,0.3624,0.6268,0.3502,0.6057,0.323,0.383,0.3431,10.0089,25.8322,27.4742,0.3838,8.1775,10.7714,2.8094,7.1176,0.1511,0.4157,0.2319,0.2576,4.2873,0.3148,98553.0,0.7294,0.2773,0.4218,1.6134
2019-12-31,0.4831,110109.0,0.14862508383635145,2.8014,1.8048,1.5146,1272555.0,0.1933,5.3318,0.6651,22.9101,0.2241,0.3362,0.5754,0.3687,0.6311,0.3156,0.3761,0.3259,10.9261,27.143,29.6466,0.3816,8.9614,11.6821,2.7708,6.2145,0.1595,0.4289,0.244,0.2712,4.7986,0.3349,102983.0,0.7116,0.2771,0.4158,1.6376
2020-03-31,0.4893,114501.0,0.199465140443218,2.9043,1.6807,1.4009,1263060.0,0.3923,5.713,0.6866,24.5624,0.2202,0.3313,0.549,0.3348,0.5547,0.307,0.3683,0.3197,10.4763,25.9272,27.6636,0.3667,8.6486,11.1435,2.8763,6.6098,0.1632,0.4274,0.2492,0.2792,4.563,0.3134,107646.0,0.6569,0.2635,0.3965,1.6698
2020-06-30,0.4981,118304.0,0.18774719955746094,2.5158,1.7491,1.4637,1602557.0,0.3662,5.9746,0.6756,23.2835,0.1977,0.3117,0.5036,0.31,0.5008,0.2945,0.352,0.3418,13.0453,34.8526,34.1184,0.3529,10.7912,13.8705,2.4896,4.6482,0.1542,0.3945,0.2353,0.2807,4.9697,0.3244,111266.0,0.6156,0.2417,0.381,1.6464
2020-09-30,0.5027,123392.0,0.24558924289140116,2.5276,2.078,1.8192,1648214.0,0.3883,6.5083,0.7039,17.5236,0.1896,0.2895,0.4624,0.2867,0.458,0.3739,0.4271,0.326,12.8995,33.5123,32.3326,0.434,10.8195,13.6663,2.489,7.0158,0.1623,0.4074,0.2479,0.2925,4.865,0.2961,116469.0,0.5974,0.2449,0.374,1.6947
2020-12-31,0.5144,130236.0,0.21385176184690158,2.5779,2.3497,2.0303,1739219.0,0.1937,6.6838,0.6705,25.8927,0.1813,0.2726,0.4234,0.2848,0.4423,0.359,0.4154,0.3085,12.912,32.7735,33.3415,0.4257,10.9706,13.5963,2.5494,6.0304,0.1722,0.4219,0.263,0.3079,5.656,0.3295,123681.0,0.5532,0.2369,0.3562,1.7489
2021-03-31,0.5265,134505.0,0.18979679470308755,2.294,2.2427,2.0346,1834640.0,0.4098,7.1395,0.6872,26.0118,0.1619,0.2444,0.3718,0.2757,0.4194,0.3706,0.4085,0.2887,13.2205,31.7456,33.0594,0.4133,11.1161,14.0707,2.2629,6.5265,0.1844,0.4424,0.2818,0.3229,5.4898,0.3128,126378.0,0.5213,0.227,0.3426,1.7714
2021-06-30,0.5388,141988.0,0.1604385440517951,2.08,2.5195,2.171,2096763.0,0.3523,7.4635,0.6968,23.0554,0.15,0.2354,0.3527,0.2655,0.3977,0.3566,0.4138,0.2696,14.3695,33.2996,36.3573,0.4205,12.1383,15.2048,2.0503,4.7988,0.1964,0.4623,0.3001,0.3424,6.0879,0.3032,134188.0,0.4978,0.2118,0.3324,1.7403
2021-09-30,0.5498,151978.0,0.23799175442082257,2.1648,2.6741,2.7098,2164301.0,0.4133,8.0453,0.6989,17.9451,0.1492,0.2287,0.3293,0.2179,0.3137,0.4525,0.4465,0.2485,13.9272,31.1806,35.0319,0.4529,12.0092,14.6801,2.1224,7.022,0.2118,0.486,0.3239,0.3543,5.9888,0.3011,144184.0,0.4398,0.1993,0.3054,1.8285
2021-12-31,0.561,160010.0,0.26582376467552576,2.2473,2.944,2.4838,2571929.0,0.1665,8.0924,0.6721,23.3227,0.1418,0.2122,0.3016,0.206,0.2928,0.3628,0.43,0.2429,15.7808,35.4721,41.6041,0.4353,13.6562,16.5527,2.2083,6.0791,0.216,0.4839,0.3297,0.3641,6.8469,0.3279,152548.0,0.4216,0.1982,0.2965,1.8871
2022-03-31,0.5688,162924.0,0.1613915468949754,1.9877,2.6963,2.2203,2363326.0,0.4061,8.5058,0.6837,21.7333,0.1398,0.2119,0.2957,0.2285,0.319,0.3389,0.4115,0.2445,14.1867,31.9002,36.3141,0.409,12.0035,15.2488,1.9451,6.5346,0.214,0.4698,0.327,0.3696,6.5516,0.3163,151576.0,0.3957,0.1871,0.2835,1.8967
2022-06-30,0.5725,166542.0,0.14651563913253823,1.7846,2.7307,2.2308,1967731.1,0.3424,8.7284,0.6832,19.6457,0.1289,0.2034,0.2824,0.2195,0.3047,0.3228,0.3951,0.2493,11.5105,26.3546,29.4245,0.395,9.6685,12.3482,1.7453,4.818,0.21,0.4536,0.3215,0.3681,6.9116,0.3168,155244.0,0.3884,0.1773,0.2797,1.8399
2022-09-30,0.5763,173566.0,0.2618636212795661,1.8402,2.8715,2.3455,1777103.2,0.3375,8.4932,0.6917,16.7876,0.1261,0.1916,0.2614,0.1705,0.2326,0.3503,0.4288,0.2658,10.0062,24.8855,27.4218,0.4304,8.5522,10.6707,1.7913,6.9276,0.198,0.421,0.3025,0.3664,6.6963,0.3083,162758.0,0.3644,0.1758,0.2671,1.9321
2022-12-31,0.5694,183136.0,0.19146332509361463,1.9313,2.7292,2.1979,1835784.0,0.0929,8.0056,0.6685,21.6649,0.121,0.1787,0.2409,0.1947,0.2624,0.3114,0.3867,0.2812,9.7618,26.5049,29.9864,0.3856,8.7593,10.3467,1.8948,5.8857,0.1882,0.3932,0.2863,0.351,7.0583,0.3315,172782.0,0.3478,0.1747,0.2581,2.0095
2023-03-31,0.5652,194683.0,0.30997420966029104,1.9126,2.9946,2.4516,2182198.0,0.3374,7.719,0.6949,21.2205,0.1104,0.1618,0.2156,0.1469,0.1958,0.3462,0.4229,0.2808,11.0132,31.0647,37.3495,0.4289,10.3284,11.602,1.879,5.9284,0.1879,0.3846,0.2834,0.3479,7.0816,0.3051,184804.0,0.3322,0.1702,0.2494,2.05
2023-06-30,0.559,206223.0,0.3332149132492871,1.7692,3.2485,2.6897,2560493.2,0.3529,8.0026,0.7011,21.1032,0.1019,0.1552,0.2036,0.1094,0.1435,0.3574,0.4316,0.2736,12.2726,34.9759,42.5539,0.4401,11.943,12.8565,1.7452,4.5598,0.1909,0.382,0.2856,0.3492,7.526,0.2989,196857.0,0.3118,0.1561,0.2377,2.0023
