,assetTurnoverTTM,bookValue,cashRatio,currentRatio,ebitPerShare,eps,ev,fcfMargin,fcfPerShareTTM,grossMargin,inventoryTurnoverTTM,longtermDebtTotalAsset,longtermDebtTotalCapital,longtermDebtTotalEquity,netDebtToTotalCapital,netDebtToTotalEquity,netMargin,operatingMargin,payoutRatioTTM,pb,peTTM,pfcfTTM,pretaxMargin,psTTM,ptbv,quickRatio,receivablesTurnoverTTM,roaTTM,roeTTM,roicTTM,rotcTTM,salesPerShare,sgaToSale,tangibleBookValue,totalDebtToEquity,totalDebtToTotalAsset,totalDebtToTotalCapital,totalRatio
2014-03-29,0.8402,120179.0,0.43855304573227183,1.6326,0.552,0.4151,460546.0,0.264,1.9103,0.3932,71.1431,0.0823,0.1237,0.1411,-0.0145,-0.0165,0.224,0.2978,0.292,3.8487,12.2665,10.035,0.3027,2.6275,7.661,1.5903,20.9765,0.18,0.3036,0.2671,0.3563,1.8536,0.6068,19269.0,0.1411,0.0823,0.1237,2.4005
2014-06-28,0.8279,120940.0,0.2808570501028027,1.4706,0.4248,0.3201,574637.0,0.209,2.0079,0.3936,66.694,0.1305,0.191,0.24,0.1189,0.1494,0.207,0.2747,0.287,4.6021,14.4358,11.5702,0.2801,3.1243,4.2491,1.4361,18.153,0.1792,0.312,0.2676,0.3566,1.5463,0.6064,21945.0,0.2567,0.1395,0.2042,2.1906
2014-09-27,0.8257,111547.0,0.21819442693229102,1.0801,0.4674,0.3544,608712.0,0.2231,2.1266,0.3801,57.9396,0.125,0.1974,0.2599,0.1461,0.1923,0.201,0.2651,0.2816,5.2647,14.8636,11.7688,0.2723,3.2127,3.4199,1.0468,11.9622,0.1785,0.3276,0.2713,0.3605,1.7634,0.6199,22550.0,0.3164,0.1522,0.2404,1.9273
2014-12-27,0.8666,123328.0,0.2646071918599122,1.133,1.0306,0.7661,684989.0,0.4083,2.5629,0.3987,55.1047,0.1241,0.2035,0.2636,0.106,0.1372,0.2416,0.325,0.251,5.417,15.0255,11.1845,0.3273,3.3437,3.8862,1.102,12.9283,0.1928,0.3736,0.2986,0.3981,3.1708,0.6013,23945.0,0.2952,0.139,0.2279,1.89
2015-03-28,0.8682,129006.0,0.2467094621056037,1.156,0.7832,0.5814,765455.0,0.2862,2.789,0.4078,60.6026,0.1534,0.2318,0.3106,0.17,0.2278,0.2339,0.3151,0.2351,5.7057,15.3964,11.4503,0.32,3.4694,4.9633,1.1152,20.5934,0.1956,0.3944,0.3029,0.4052,2.4855,0.5922,25518.0,0.3401,0.168,0.2538,1.9759
2015-06-27,0.8728,125677.0,0.23464808148885655,1.0868,0.6099,0.4624,756520.0,0.26,3.0391,0.3968,74.3949,0.1736,0.2633,0.3773,0.2171,0.3111,0.2152,0.2839,0.2252,5.7085,14.14,10.3436,0.2918,3.198,5.3299,1.0555,21.2059,0.1974,0.4146,0.3077,0.411,2.1481,0.6032,31287.0,0.433,0.1992,0.3022,1.8522
2015-09-26,0.8604,119355.0,0.2620022329735765,1.1088,0.6433,0.4894,670483.0,0.1906,3.127,0.399,62.8202,0.1837,0.2903,0.4468,0.2352,0.362,0.216,0.2839,0.2165,5.2555,11.748,8.9896,0.2925,2.6839,5.4129,1.0796,13.6241,0.1966,0.4294,0.3067,0.4091,2.2658,0.601,35434.0,0.539,0.2216,0.3502,1.698
2015-12-26,0.8408,128267.0,0.21932660463649267,1.0017,1.0802,0.8205,638536.0,0.3092,2.8306,0.401,59.4339,0.1814,0.2782,0.4148,0.242,0.3608,0.242,0.3186,0.2183,4.6174,11.0227,9.4342,0.3239,2.5204,5.4026,0.9695,15.8444,0.1922,0.4279,0.2953,0.391,3.3906,0.599,39005.0,0.4909,0.2147,0.3293,1.7773
2016-03-26,0.7832,130457.0,0.3151541785688127,1.2831,0.6311,0.4745,641593.0,0.1781,2.5178,0.394,58.5683,0.2272,0.3298,0.5318,0.2775,0.4473,0.208,0.2767,0.2346,4.4707,11.5086,10.5706,0.2797,2.5633,5.705,1.2497,19.671,0.1744,0.4024,0.2649,0.3495,2.281,0.606,42793.0,0.6122,0.2616,0.3797,1.7462
2016-06-25,0.7377,126541.0,0.2551128892370534,1.3116,0.4616,0.3561,570840.0,0.1825,2.3179,0.3802,68.8304,0.2256,0.326,0.5448,0.3154,0.5271,0.1841,0.2386,0.2515,3.984,10.5476,10.0818,0.2472,2.2886,5.606,1.286,19.95,0.1601,0.3789,0.24,0.3157,1.935,0.6198,47449.0,0.6712,0.2779,0.4016,1.7067
2016-09-24,0.7036,128249.0,0.2592714477381465,1.3527,0.5452,0.4178,674795.0,0.258,2.4491,0.3802,58.6369,0.2345,0.3504,0.5881,0.3091,0.5189,0.1924,0.251,0.2659,4.7427,13.3133,11.6353,0.2601,2.8207,5.5007,1.3257,13.2282,0.1491,0.3559,0.2206,0.2899,2.1718,0.6198,54144.0,0.6786,0.2705,0.4043,1.663
2016-12-31,0.6904,132390.0,0.19459170331629622,1.2282,1.096,0.8395,681873.0,0.3039,2.5037,0.3851,51.9473,0.2221,0.3344,0.5556,0.3236,0.5376,0.2283,0.2981,0.2723,4.6128,13.5059,11.6029,0.3086,2.7998,5.2953,1.196,16.1509,0.1431,0.3494,0.211,0.2764,3.6764,0.6149,60970.0,0.6613,0.2644,0.3981,1.6661
2017-04-01,0.682,134082.0,0.20666193995255105,1.3906,0.6698,0.524,831441.0,0.183,2.5602,0.3893,52.3102,0.2527,0.3634,0.6304,0.3584,0.6217,0.2085,0.2665,0.2714,5.5792,16.3585,14.032,0.2776,3.3933,4.504,1.3509,18.5196,0.1415,0.3509,0.208,0.2699,2.5132,0.6107,68174.0,0.7348,0.2945,0.4236,1.6689
2017-07-01,0.6709,132425.0,0.22841996506851,1.3883,0.5144,0.4164,837954.0,0.1245,2.4776,0.3851,55.2297,0.2603,0.3732,0.6786,0.3728,0.6779,0.192,0.2371,0.2699,5.6499,16.0379,14.603,0.249,3.3475,5.1267,1.3496,18.5383,0.14,0.354,0.2054,0.2641,2.1691,0.6149,73079.0,0.8181,0.3139,0.45,1.6225
2017-09-30,0.6615,134047.0,0.2012518102644474,1.2761,0.6328,0.5167,889855.0,0.2402,2.5249,0.3791,40.3744,0.259,0.3893,0.7252,0.382,0.7116,0.2038,0.2495,0.2641,5.9268,16.4312,15.3448,0.2647,3.4657,4.4273,1.2279,13.6335,0.1395,0.3629,0.2051,0.2602,2.5359,0.6209,86582.0,0.863,0.3082,0.4632,1.5556
2017-12-30,0.6545,140199.0,0.23742529450374822,1.242,1.2735,0.9726,979346.0,0.2869,2.6216,0.3841,41.2881,0.2555,0.3957,0.7412,0.3614,0.677,0.2273,0.2976,0.2569,6.3084,17.5049,16.597,0.3061,3.6979,5.8488,1.2038,12.7571,0.1383,0.3737,0.205,0.2608,4.2796,0.6159,98894.0,0.873,0.3009,0.4661,1.5259
2018-03-31,0.6621,126878.0,0.5044670846394984,1.456,0.784,0.6818,922517.0,0.1814,2.7662,0.3831,28.8808,0.2758,0.4075,0.7989,0.3087,0.6052,0.2261,0.26,0.2469,6.6657,15.8621,15.4622,0.2645,3.4183,5.126,1.3703,19.1033,0.1427,0.3997,0.2129,0.2637,3.0155,0.6169,107417.0,0.9603,0.3315,0.4899,1.5273
2018-06-30,0.6813,114949.0,0.3610584089985093,1.3073,0.64,0.5845,1002645.0,0.2107,3.111,0.3834,34.7034,0.2781,0.4231,0.845,0.36,0.7188,0.2163,0.2368,0.2397,8.0037,16.3937,15.2659,0.2494,3.604,5.4227,1.2403,19.2638,0.1498,0.435,0.2266,0.2742,2.703,0.6166,113986.0,0.997,0.3282,0.4992,1.4907
2018-09-29,0.7134,107147.0,0.22352474359306126,1.1329,0.8313,0.7285,1186220.0,0.262,3.3712,0.3829,37.1708,0.2563,0.4229,0.8748,0.3996,0.8266,0.2246,0.2562,0.2303,10.2443,18.4383,17.1184,0.2611,4.1328,4.0664,1.0988,12.9369,0.1599,0.4868,0.2474,0.2946,3.2439,0.6171,122884.0,1.0685,0.313,0.5166,1.4144
2018-12-29,0.7186,117892.0,0.4134628704413435,1.3006,1.2228,1.0457,818498.0,0.2768,3.2838,0.3799,34.3616,0.2488,0.3997,0.7888,0.3007,0.5934,0.2368,0.2769,0.2346,6.3494,12.5951,12.0485,0.2835,2.8613,3.0697,1.2545,12.6026,0.1633,0.5092,0.2549,0.2916,4.4158,0.6201,131354.0,0.9732,0.307,0.4932,1.4608
2019-03-30,0.7227,105860.0,0.4051102674572367,1.3154,0.7134,0.6148,976392.0,0.1515,3.2465,0.3761,25.5273,0.2637,0.4128,0.8521,0.3416,0.7051,0.1993,0.2312,0.2483,8.5183,15.7731,15.0719,0.2377,3.4885,3.1239,1.2633,17.579,0.1598,0.5129,0.2534,0.2903,3.0854,0.6239,119001.0,1.064,0.3293,0.5155,1.4483
2019-06-29,0.7382,96456.0,0.5632970659056452,1.5046,0.6272,0.5457,985235.0,0.1791,3.2133,0.3759,34.6294,0.2636,0.4146,0.8806,0.2826,0.6001,0.1867,0.2145,0.2544,9.6142,16.6505,15.9215,0.2214,3.58,3.6284,1.4672,18.3374,0.1587,0.5213,0.2538,0.2936,2.9234,0.6241,119370.0,1.124,0.3365,0.5292,1.4272
2019-09-28,0.7561,90488.0,0.46202160464632325,1.5401,0.8641,0.7569,1071363.0,0.2675,3.3138,0.3797,40.1345,0.2712,0.4624,1.0146,0.2982,0.6543,0.2137,0.244,0.2555,11.1856,18.3176,17.1855,0.2518,3.8903,3.9413,1.5013,11.2844,0.1606,0.5382,0.2587,0.2993,3.5416,0.6203,125579.0,1.194,0.3192,0.5442,1.3648
2019-12-28,0.797,89531.0,0.38929728565695326,1.5978,1.435,1.248,1364462.0,0.3094,3.6471,0.3835,36.5669,0.2733,0.469,1.0396,0.3485,0.7725,0.2422,0.2785,0.2449,14.4676,22.5164,20.2486,0.2823,4.8389,3.9787,1.5577,13.7108,0.1713,0.6018,0.2805,0.3226,5.1532,0.6165,116251.0,1.2167,0.3198,0.5489,1.3566
2020-03-28,0.811,78425.0,0.4180698066476575,1.496,0.7295,0.6385,1184901.0,0.1965,3.8527,0.3836,40.3636,0.278,0.4724,1.1359,0.3711,0.8923,0.1929,0.2204,0.2451,14.2164,19.4865,16.7315,0.2252,4.1604,4.75,1.4613,17.3974,0.1731,0.6449,0.2895,0.3319,3.3097,0.6164,117173.0,1.4046,0.3438,0.5841,1.3241
2020-06-27,0.8318,72282.0,0.35022765899410396,1.4694,0.7515,0.646,1648070.0,0.2464,4.1845,0.38,46.1686,0.2964,0.5066,1.3011,0.4309,1.1066,0.1885,0.2193,0.2405,21.6939,26.8397,21.8682,0.2201,5.7259,5.4677,1.4277,17.1,0.1775,0.7066,0.303,0.3482,3.4264,0.62,107405.0,1.5685,0.3573,0.6107,1.295
2020-09-26,0.8432,65339.0,0.36071049035979963,1.3636,0.8562,0.7344,2041191.0,0.2905,4.3214,0.3816,41.523,0.3046,0.553,1.5101,0.4208,1.1491,0.1959,0.2284,0.2453,30.0909,34.2462,26.799,0.2303,7.1621,5.616,1.3251,14.0611,0.1763,0.7515,0.3057,0.353,3.7491,0.6184,118958.0,1.7309,0.3492,0.6338,1.2527
2020-12-26,0.8942,66224.0,0.2717592278143796,1.163,1.9594,1.6802,2375603.0,0.3164,4.7684,0.3978,39.7063,0.2804,0.5569,1.4992,0.4265,1.1481,0.258,0.3009,0.2214,34.7241,35.9701,28.6662,0.3013,7.8181,5.8912,1.1255,12.2375,0.1944,0.9059,0.3499,0.4063,6.5116,0.6022,124945.0,1.6919,0.3165,0.6285,1.2301
2021-03-27,0.9769,69178.0,0.36157353010292803,1.1417,1.6246,1.3958,2121089.0,0.2424,5.4221,0.4251,45.7454,0.3222,0.5693,1.5705,0.4359,1.2024,0.2638,0.307,0.1864,29.4589,26.7053,22.5251,0.3127,6.2627,5.8854,1.0927,19.0157,0.2291,1.118,0.4163,0.485,5.2917,0.5749,121898.0,1.7584,0.3608,0.6375,1.2581
2021-06-26,1.0325,64280.0,0.31599754997494295,1.0619,1.4376,1.2957,2336901.0,0.2333,5.7237,0.4329,44.7366,0.3206,0.5683,1.6452,0.4715,1.365,0.267,0.2963,0.1652,34.99,25.9114,23.7333,0.2992,6.4788,5.4327,1.0138,19.6371,0.2582,1.3101,0.4733,0.5449,4.8525,0.5671,115462.0,1.8947,0.3692,0.6545,1.2421
2021-09-25,1.0665,63090.0,0.2784485300563432,1.0746,1.4299,1.2354,2493617.0,0.2037,5.6585,0.422,40.0303,0.3108,0.5783,1.7294,0.4804,1.4365,0.2465,0.2853,0.1528,38.0883,25.3801,25.8517,0.2789,6.5688,4.7631,1.0221,17.2563,0.276,1.4412,0.5092,0.5859,5.0111,0.578,124343.0,1.9903,0.3577,0.6656,1.2191
2021-12-25,1.0815,71932.0,0.251528046945939,1.0378,2.5115,2.0964,3032429.0,0.3563,6.233,0.4376,39.7404,0.2797,0.5476,1.4824,0.44,1.1911,0.2794,0.3347,0.1451,40.9658,29.3049,28.9314,0.3327,7.789,4.6064,0.998,13.2018,0.2875,1.4981,0.529,0.6151,7.5032,0.5624,126614.0,1.7071,0.3221,0.6306,1.2326
2022-03-26,1.093,67399.0,0.22036264391253882,0.9268,1.8277,1.5247,2957576.8,0.2637,6.5272,0.4375,40.975,0.2947,0.5514,1.533,0.4904,1.3633,0.2571,0.3082,0.1445,42.5183,28.113,27.0877,0.3098,7.4238,4.0975,0.884,19.6356,0.2886,1.5288,0.5387,0.6309,5.9305,0.5625,123035.0,1.7802,0.3422,0.6403,1.2379
2022-06-25,1.0923,58107.0,0.21176072008808605,0.8646,1.419,1.1955,2372260.2,0.2506,6.684,0.4326,41.4063,0.2816,0.5326,1.6298,0.5185,1.5865,0.2344,0.2782,0.1483,39.2392,22.8847,21.1938,0.278,5.8834,4.8643,0.8228,19.7333,0.2808,1.5297,0.5324,0.6323,5.1013,0.5674,125043.0,2.0598,0.3559,0.6732,1.2089
2022-09-24,1.1101,50672.0,0.15356340351469652,0.8794,1.5444,1.2855,2500213.2,0.2312,6.9899,0.4226,38.7899,0.2805,0.5796,1.9529,0.5647,1.9029,0.2299,0.2762,0.1487,47.4382,24.0854,21.5697,0.2735,6.0959,4.7143,0.8472,14.4808,0.281,1.609,0.5464,0.6539,5.5927,0.5774,129542.0,2.3695,0.3404,0.7032,1.1677
2022-12-31,1.1181,56727.0,0.1495782526987457,0.938,2.2572,1.8801,2157515.0,0.2579,6.1542,0.4296,34.7615,0.2873,0.5936,1.7563,0.5397,1.5967,0.2561,0.3074,0.1563,36.4366,21.7182,21.1998,0.3041,5.3335,5.6903,0.8883,14.3625,0.2746,1.6345,0.5409,0.6478,7.3424,0.5704,131465.0,1.9587,0.3204,0.662,1.1956
2023-04-01,1.126,62158.0,0.20559650218613368,0.9404,1.787,1.5246,2697686.5,0.2704,6.2003,0.4426,33.8135,0.2922,0.5649,1.5612,0.4944,1.3663,0.2548,0.2986,0.1583,42.0341,27.7007,26.8003,0.2993,6.7847,5.7561,0.878,19.8754,0.2758,1.6572,0.5483,0.6528,5.9845,0.5574,129981.0,1.7635,0.33,0.6381,1.2302
2023-07-01,1.1237,60274.0,0.22733129006185832,0.9816,1.4579,1.2603,3108018.0,0.2969,6.4537,0.4452,33.967,0.2927,0.5784,1.6271,0.477,1.3417,0.2431,0.2812,0.158,50.2231,31.9454,29.9756,0.2779,7.8846,6.4066,0.9227,18.569,0.2773,1.6492,0.5575,0.6602,5.1852,0.5548,138050.0,1.8131,0.3262,0.6445,1.2194
